Tinh/TP,Quan/Huyen,PN,WC,area,floor,Tien_ich,price_
Hậu Giang,Châu Thành A,2.0,2.0,90.0,2.0,4,1.3
TP Hồ Chí Minh,Bình Tân,4.0,4.0,75.0,4.0,1,6.7
Hà Nội,Hai Bà Trưng,,2.0,40.0,1.0,3,2.9
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,43.0,3.0,2,6.5
TP Hồ Chí Minh,Phú Nhuận,4.0,,43.0,3.0,3,6.9
TP Hồ Chí Minh,Gò Vấp,2.0,3.0,42.0,2.0,1,4.5
TP Hồ Chí Minh,Bình Tân,4.0,,34.0,3.0,1,2.3
TP Hồ Chí Minh,Tân Bình,3.0,4.0,54.0,3.0,2,7.0
Đà Nẵng,Hải Châu,,,95.0,2.0,1,4.5
TP Hồ Chí Minh,Bình Thạnh,3.0,0.0,60.0,3.0,1,6.9
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,50.0,2.0,3,5.4
TP Hồ Chí Minh,Quận 6,,,50.0,1.0,0,4.4
TP Hồ Chí Minh,Gò Vấp,3.0,2.0,63.0,2.0,1,4.6
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,48.0,2.0,2,4.2
TP Hồ Chí Minh,Bình Thạnh,5.0,0.0,50.0,6.0,1,7.3
Hà Nội,Bắc Từ Liêm,4.0,2.0,85.0,3.0,1,8.3
Hà Nội,Hoài Đức,3.0,4.0,34.0,5.0,3,4.2
TP Hồ Chí Minh,Tân Bình,1.0,,22.0,2.0,0,2.1
TP Hồ Chí Minh,Tân Phú,3.0,4.0,64.0,3.0,4,7.3
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,64.0,6.0,0,6.8
Hà Nội,Thanh Xuân,,,50.0,3.0,2,5.3
Hà Nội,Hai Bà Trưng,4.0,,55.0,4.0,5,10.7
TP Hồ Chí Minh,Quận 3,5.0,5.0,45.0,3.0,3,7.0
Bình Dương,Tân Uyên,2.0,3.0,60.0,2.0,0,1.8
Hà Nội,Hà Đông,3.0,3.0,40.0,3.0,3,2.6
TP Hồ Chí Minh,Phú Nhuận,8.0,8.0,150.0,4.0,2,39.0
TP Hồ Chí Minh,Quận 12,4.0,5.0,80.0,3.0,3,5.5
TP Hồ Chí Minh,Quận 12,2.0,2.0,80.0,2.0,1,7.0
TP Hồ Chí Minh,Quận 1,1.0,2.0,47.0,2.0,4,3.0
TP Hồ Chí Minh,Phú Nhuận,3.0,,15.0,3.0,1,3.7
TP Hồ Chí Minh,Bình Thạnh,2.0,1.0,49.0,2.0,2,4.7
Hà Nội,Cầu Giấy,27.0,27.0,174.0,6.0,2,19.0
TP Hồ Chí Minh,Phú Nhuận,3.0,3.0,62.0,1.0,1,7.5
Hà Nội,Thanh Trì,,,54.0,1.0,4,4.4
Bắc Ninh,Từ Sơn,4.0,4.0,90.0,3.0,5,5.9
Cần Thơ,Ninh Kiều,2.0,2.0,86.0,2.0,5,4.1
TP Hồ Chí Minh,Tân Bình,3.0,3.0,88.0,1.0,3,8.0
TP Hồ Chí Minh,Gò Vấp,4.0,5.0,66.0,5.0,4,9.4
TP Hồ Chí Minh,Quận 8,,,60.0,4.0,1,7.7
Đà Nẵng,Hải Châu,2.0,2.0,45.0,2.0,4,2.6
TP Hồ Chí Minh,Tân Bình,3.0,2.0,78.0,2.0,2,5.5
Hà Nội,Hoàng Mai,4.0,,36.0,4.0,2,2.5
TP Hồ Chí Minh,Bình Tân,,,50.0,9.0,4,10.6
TP Hồ Chí Minh,Bình Tân,4.0,,80.0,3.0,5,6.7
TP Hồ Chí Minh,Bình Tân,,,50.0,2.0,1,1.4
TP Hồ Chí Minh,Bình Tân,,,71.0,1.0,3,3.3
TP Hồ Chí Minh,Quận 5,3.0,3.0,33.0,4.0,2,15.5
Hà Nội,Cầu Giấy,6.0,5.0,100.0,5.0,1,18.0
Hà Nội,Hai Bà Trưng,,6.0,60.0,1.0,1,4.4
TP Hồ Chí Minh,Bình Tân,3.0,0.0,120.0,3.0,3,4.8
TP Hồ Chí Minh,Gò Vấp,4.0,6.0,50.0,5.0,4,8.0
TP Hồ Chí Minh,Bình Tân,5.0,5.0,60.0,5.0,3,5.8
Thừa Thiên Huế,Huế,6.0,6.0,103.0,2.0,0,4.5
Đà Nẵng,Hải Châu,4.0,,55.0,4.0,1,6.8
TP Hồ Chí Minh,Tân Bình,5.0,5.0,46.0,3.0,1,7.2
TP Hồ Chí Minh,Hóc Môn,2.0,2.0,310.0,1.0,1,6.5
TP Hồ Chí Minh,Bình Tân,3.0,,43.0,2.0,2,4.5
TP Hồ Chí Minh,Bình Thạnh,2.0,0.0,39.0,1.0,1,2.4
Đồng Nai,Biên Hòa,4.0,3.0,68.0,4.0,1,5.2
Đồng Nai,Biên Hòa,4.0,3.0,76.0,3.0,6,4.5
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,60.0,6.0,0,5.2
TP Hồ Chí Minh,Bình Tân,3.0,3.0,85.0,2.0,1,5.3
TP Hồ Chí Minh,Bình Thạnh,2.0,0.0,35.0,3.0,0,4.6
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,52.0,4.0,4,7.0
Hà Nội,Hoàng Mai,4.0,,52.0,4.0,3,5.7
Đà Nẵng,Hải Châu,,,60.0,3.0,2,6.3
TP Hồ Chí Minh,Bình Thạnh,,,55.0,1.0,0,4.4
TP Hồ Chí Minh,Quận 7,3.0,2.0,47.0,3.0,2,3.9
Đồng Nai,Biên Hòa,3.0,2.0,148.0,1.0,2,2.09
TP Hồ Chí Minh,Quận 10,4.0,4.0,60.0,2.0,2,8.3
TP Hồ Chí Minh,Quận 10,2.0,3.0,18.0,3.0,0,2.1
TP Hồ Chí Minh,Tân Bình,,,55.0,3.0,3,4.9
TP Hồ Chí Minh,Tân Phú,,,55.0,1.0,1,3.5
Hà Nội,Hai Bà Trưng,,5.0,42.0,5.0,2,6.6
TP Hồ Chí Minh,Gò Vấp,5.0,6.0,215.0,4.0,2,5.0
TP Hồ Chí Minh,Bình Tân,2.0,0.0,62.0,2.0,1,3.5
TP Hồ Chí Minh,Bình Tân,,,56.0,4.0,2,5.3
TP Hồ Chí Minh,Quận 7,2.0,3.0,72.0,1.0,0,6.0
Lâm Đồng,Đà Lạt,3.0,4.0,100.0,3.0,1,9.3
TP Hồ Chí Minh,Bình Thạnh,4.0,3.0,63.0,4.0,3,9.8
Hà Nội,Thanh Xuân,4.0,,65.0,1.0,2,9.5
Hà Nội,Hai Bà Trưng,3.0,,40.0,5.0,6,3.9
TP Hồ Chí Minh,Bình Thạnh,4.0,,72.0,3.0,1,9.4
TP Hồ Chí Minh,Quận 12,2.0,1.0,55.0,1.0,2,3.4
Đồng Nai,Biên Hòa,3.0,2.0,67.0,2.0,1,3.7
TP Hồ Chí Minh,Quận 3,2.0,1.0,32.0,2.0,0,2.3
Hà Nội,Ba Đình,4.0,5.0,43.0,1.0,1,16.8
TP Hồ Chí Minh,Tân Bình,4.0,3.0,50.0,4.0,3,7.1
Hà Nội,Hai Bà Trưng,,2.0,42.0,1.0,0,2.3
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,52.0,4.0,3,7.8
TP Hồ Chí Minh,Quận 1,1.0,,24.0,2.0,4,3.9
TP Hồ Chí Minh,Quận 12,3.0,2.0,55.0,2.0,3,4.5
Đà Nẵng,Cẩm Lệ,4.0,,100.0,1.0,0,4.3
Thừa Thiên Huế,Huế,3.0,3.0,48.0,3.0,0,3.4
TP Hồ Chí Minh,Quận 7,6.0,3.0,82.0,3.0,1,58.0
Hà Nội,Thanh Trì,,,100.0,4.0,4,6.7
Hà Nội,Cầu Giấy,9.0,9.0,43.0,5.0,2,5.1
Hà Nội,Hoàng Mai,3.0,,90.0,5.0,3,5.9
TP Hồ Chí Minh,Hóc Môn,,,48.0,1.0,0,0.6
TP Hồ Chí Minh,Quận 10,4.0,,61.0,2.0,2,7.0
Đồng Nai,Biên Hòa,2.0,3.0,110.0,1.0,4,9.9
Đà Nẵng,Thanh Khê,,,117.0,1.0,2,7.2
TP Hồ Chí Minh,Bình Tân,,,58.0,3.0,2,6.5
TP Hồ Chí Minh,Quận 7,4.0,3.0,70.0,4.0,5,75.0
Khánh Hòa,Nha Trang,,,61.0,1.0,3,2.9
TP Hồ Chí Minh,Quận 7,,3.0,33.0,2.0,0,3.8
TP Hồ Chí Minh,Tân Bình,3.0,3.0,32.0,4.0,2,5.5
Bắc Ninh,Từ Sơn,5.0,4.0,93.0,4.0,3,6.5
TP Hồ Chí Minh,Bình Tân,2.0,0.0,64.0,2.0,2,4.8
TP Hồ Chí Minh,Bình Thạnh,,,80.0,2.0,0,8.2
TP Hồ Chí Minh,Bình Tân,,,76.0,1.0,0,4.8
Hà Nội,Hai Bà Trưng,,5.0,45.0,1.0,2,2.8
TP Hồ Chí Minh,Quận 7,3.0,3.0,118.0,5.0,1,8.8
TP Hồ Chí Minh,Quận 7,8.0,2.0,50.0,1.0,3,4.4
TP Hồ Chí Minh,Quận 7,3.0,2.0,47.0,2.0,2,3.9
TP Hồ Chí Minh,Bình Thạnh,9.0,8.0,81.0,4.0,4,11.4
TP Hồ Chí Minh,Thủ Đức,,3.0,75.0,3.0,2,38.0
TP Hồ Chí Minh,Gò Vấp,30.0,30.0,260.0,8.0,2,28.0
Hà Nội,Thanh Trì,,,44.0,1.0,0,2.8
Hậu Giang,Châu Thành A,2.0,2.0,90.0,2.0,1,1.4
Hà Nội,Đống Đa,3.0,3.0,38.0,4.0,0,5.0
TP Hồ Chí Minh,Hóc Môn,3.0,0.0,125.0,1.0,3,3.5
TP Hồ Chí Minh,Bình Thạnh,2.0,3.0,65.0,2.0,3,9.3
Đà Nẵng,Hải Châu,,,120.0,4.0,2,15.0
Đà Nẵng,Thanh Khê,3.0,,110.0,3.0,0,6.7
TP Hồ Chí Minh,Quận 12,2.0,2.0,91.0,1.0,0,46.0
Hà Nội,Ba Đình,,,45.0,1.0,1,17.8
Hà Nội,Hoàng Mai,,,50.0,5.0,3,5.2
Hà Nội,Hoàng Mai,4.0,,38.0,4.0,2,2.7
TP Hồ Chí Minh,Bình Thạnh,5.0,0.0,62.0,5.0,1,7.9
TP Hồ Chí Minh,Gò Vấp,4.0,5.0,80.0,4.0,2,8.3
TP Hồ Chí Minh,Bình Thạnh,4.0,3.0,46.0,3.0,3,6.6
Hà Nội,Hai Bà Trưng,,3.0,70.0,1.0,2,6.4
TP Hồ Chí Minh,Quận 12,6.0,6.0,126.0,1.0,2,8.6
Đà Nẵng,Hải Châu,4.0,,105.0,3.0,4,11.6
Đà Nẵng,Thanh Khê,3.0,,80.0,2.0,2,3.6
TP Hồ Chí Minh,Bình Thạnh,5.0,0.0,62.0,4.0,1,6.5
Hà Nội,Cầu Giấy,4.0,3.0,35.0,4.0,0,4.7
TP Hồ Chí Minh,Gò Vấp,8.0,6.0,190.0,4.0,2,21.5
TP Hồ Chí Minh,Gò Vấp,13.0,14.0,95.0,6.0,2,11.9
TP Hồ Chí Minh,Tân Phú,5.0,5.0,56.0,4.0,3,5.2
Hà Nội,Thanh Trì,,,39.0,5.0,2,3.8
TP Hồ Chí Minh,Gò Vấp,3.0,2.0,56.0,2.0,5,5.6
Hà Nội,Nam Từ Liêm,4.0,4.0,57.0,4.0,4,7.3
Đà Nẵng,Hải Châu,3.0,4.0,120.0,4.0,2,14.9
Hà Nội,Thanh Trì,30.0,0.0,165.0,8.0,5,27.0
TP Hồ Chí Minh,Quận 1,5.0,5.0,63.0,5.0,2,11.8
TP Hồ Chí Minh,Quận 8,3.0,3.0,46.0,3.0,1,4.3
TP Hồ Chí Minh,Quận 10,4.0,4.0,50.0,5.0,2,8.3
Hà Nội,Hoàng Mai,3.0,,57.0,3.0,3,5.7
TP Hồ Chí Minh,Phú Nhuận,5.0,5.0,38.0,4.0,3,6.7
TP Hồ Chí Minh,Quận 5,3.0,4.0,18.0,5.0,1,2.2
Hà Nội,Hai Bà Trưng,,2.0,35.0,2.0,3,2.9
Hà Nội,Hai Bà Trưng,9.0,9.0,47.0,5.0,1,5.6
Hà Nội,Hà Đông,4.0,,52.0,1.0,3,7.1
Hà Nội,Đống Đa,4.0,,41.0,4.0,2,4.3
TP Hồ Chí Minh,Gò Vấp,2.0,3.0,41.0,2.0,3,3.9
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,84.0,2.0,1,6.1
Hà Nội,Cầu Giấy,5.0,5.0,50.0,5.0,3,85.0
Hà Nội,Cầu Giấy,5.0,5.0,45.0,1.0,2,7.1
TP Hồ Chí Minh,Bình Thạnh,1.0,1.0,49.0,2.0,2,4.7
Hải Phòng,Lê Chân,3.0,0.0,79.0,5.0,6,6.4
Đà Nẵng,Thanh Khê,3.0,3.0,90.0,3.0,5,4.4
Đồng Nai,Biên Hòa,2.0,2.0,110.0,1.0,1,3.6
Đà Nẵng,Hải Châu,,,110.0,2.0,1,4.3
Đồng Nai,Biên Hòa,3.0,2.0,90.0,2.0,1,4.1
Đồng Nai,Biên Hòa,3.0,3.0,40.0,3.0,2,2.7
TP Hồ Chí Minh,Gò Vấp,4.0,5.0,70.0,5.0,3,10.6
Hậu Giang,Châu Thành A,2.0,2.0,100.0,2.0,3,0.9
Hà Nội,Thanh Xuân,3.0,4.0,35.0,5.0,3,4.3
Hà Nội,Thanh Xuân,3.0,,35.0,5.0,3,4.3
TP Hồ Chí Minh,Bình Thạnh,2.0,,25.0,2.0,5,4.2
TP Hồ Chí Minh,Bình Thạnh,,,72.0,2.0,0,7.9
Đà Nẵng,Thanh Khê,,,110.0,2.0,1,4.4
Hà Nội,Thanh Trì,4.0,,59.0,1.0,3,6.4
Hà Nội,Hà Đông,,,47.0,4.0,1,5.9
Hà Nội,Hoàng Mai,3.0,,34.0,3.0,5,3.6
TP Hồ Chí Minh,Quận 12,5.0,6.0,215.0,3.0,2,5.0
TP Hồ Chí Minh,Thủ Đức,2.0,0.0,85.0,1.0,0,4.1
TP Hồ Chí Minh,Phú Nhuận,2.0,2.0,35.0,2.0,2,3.8
TP Hồ Chí Minh,Thủ Đức,3.0,3.0,64.0,1.0,2,5.0
Hà Nội,Thanh Trì,,,34.0,1.0,4,3.2
Hà Nội,Hoàng Mai,,,50.0,1.0,2,6.3
Hà Nội,Cầu Giấy,6.0,5.0,35.0,6.0,3,5.8
Hà Nội,Đống Đa,,,50.0,6.0,1,9.3
TP Hồ Chí Minh,Gò Vấp,3.0,2.0,44.0,2.0,3,3.9
Hà Nội,Cầu Giấy,5.0,5.0,50.0,1.0,2,8.0
Hà Nội,Cầu Giấy,5.0,4.0,44.0,5.0,2,5.8
Đà Nẵng,Thanh Khê,8.0,6.0,100.0,2.0,5,6.0
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,56.0,3.0,1,5.1
Hà Nội,Hoàng Mai,5.0,5.0,66.0,1.0,1,15.9
TP Hồ Chí Minh,Bình Thạnh,5.0,5.0,55.0,6.0,1,9.1
TP Hồ Chí Minh,Bình Thạnh,3.0,0.0,67.0,2.0,1,7.4
TP Hồ Chí Minh,Phú Nhuận,2.0,3.0,30.0,3.0,3,5.1
TP Hồ Chí Minh,Bình Tân,2.0,2.0,63.0,2.0,2,4.1
Hà Nội,Bắc Từ Liêm,4.0,3.0,33.0,4.0,4,4.0
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,48.0,4.0,2,6.1
Hà Nội,Cầu Giấy,4.0,3.0,30.0,5.0,0,4.2
TP Hồ Chí Minh,Quận 12,5.0,6.0,220.0,5.0,1,4.9
TP Hồ Chí Minh,Tân Bình,2.0,2.0,32.8,2.0,3,3.5
TP Hồ Chí Minh,Phú Nhuận,2.0,2.0,15.0,2.0,3,2.7
TP Hồ Chí Minh,Phú Nhuận,3.0,,52.0,4.0,2,3.4
TP Hồ Chí Minh,Quận 2,4.0,4.0,100.0,3.0,3,7.2
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,48.0,3.0,3,6.6
TP Hồ Chí Minh,Quận 7,2.0,2.0,32.0,2.0,2,2.5
TP Hồ Chí Minh,Thủ Đức,2.0,2.0,93.0,1.0,3,4.6
Hà Nội,Tây Hồ,4.0,3.0,40.0,4.0,4,3.8
Hà Nội,Hai Bà Trưng,,4.0,35.0,5.0,3,4.4
Đà Nẵng,Liên Chiểu,3.0,,105.0,2.0,2,3.2
Hà Nội,Hai Bà Trưng,4.0,3.0,50.0,4.0,3,4.7
Long An,Cần Giuộc,2.0,3.0,46.0,3.0,1,3.0
TP Hồ Chí Minh,Bình Tân,4.0,4.0,48.0,4.0,2,5.9
Hà Nội,Nam Từ Liêm,2.0,4.0,70.0,5.0,3,22.0
Đà Nẵng,Thanh Khê,4.0,,80.0,3.0,2,7.4
TP Hồ Chí Minh,Tân Phú,2.0,2.0,48.0,2.0,2,4.4
Hà Nội,Hà Đông,,,41.0,4.0,0,5.0
TP Hồ Chí Minh,Tân Bình,5.0,,45.0,5.0,1,8.4
Hà Nội,Hà Đông,4.0,,40.0,4.0,1,4.6
Hà Nội,Cầu Giấy,4.0,4.0,42.0,5.0,1,6.3
Hà Nội,Cầu Giấy,4.0,3.0,40.0,1.0,2,5.4
Đà Nẵng,Liên Chiểu,3.0,3.0,76.0,3.0,5,4.1
Đà Nẵng,Liên Chiểu,3.0,3.0,75.0,3.0,5,4.7
Hà Nội,Cầu Giấy,4.0,4.0,40.0,1.0,0,5.6
TP Hồ Chí Minh,Tân Phú,2.0,2.0,65.0,2.0,3,4.6
TP Hồ Chí Minh,Bình Thạnh,4.0,5.0,61.5,3.0,1,4.8
TP Hồ Chí Minh,Quận 10,5.0,5.0,25.0,6.0,4,6.5
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,45.0,4.0,4,5.2
Thừa Thiên Huế,Huế,3.0,3.0,87.0,2.0,1,2.9
Bình Dương,Tân Uyên,,,104.5,2.0,1,2.1
Hải Phòng,Hồng Bàng,5.0,0.0,63.0,4.0,3,4.0
Hải Phòng,Hồng Bàng,4.0,,50.0,1.0,4,3.9
TP Hồ Chí Minh,Gò Vấp,3.0,2.0,55.0,2.0,1,3.4
Thừa Thiên Huế,Huế,10.0,,113.0,3.0,0,5.7
TP Hồ Chí Minh,Phú Nhuận,3.0,4.0,52.0,4.0,2,5.7
TP Hồ Chí Minh,Quận 9,2.0,2.0,51.0,2.0,2,4.7
TP Hồ Chí Minh,Gò Vấp,5.0,6.0,76.0,5.0,2,7.4
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,88.0,3.0,0,7.6
TP Hồ Chí Minh,Bình Tân,,,82.0,5.0,1,5.0
TP Hồ Chí Minh,Bình Tân,2.0,,70.0,3.0,0,4.5
Hà Nội,Thanh Trì,1.0,,42.0,1.0,5,4.4
TP Hồ Chí Minh,Quận 9,4.0,4.0,85.0,3.0,3,6.0
Lâm Đồng,Đà Lạt,4.0,4.0,112.0,3.0,1,7.2
TP Hồ Chí Minh,Thủ Đức,3.0,3.0,90.0,1.0,4,5.1
Lâm Đồng,Đà Lạt,3.0,4.0,150.0,2.0,4,8.5
TP Hồ Chí Minh,Quận 11,,,83.0,7.0,1,28.5
TP Hồ Chí Minh,Hóc Môn,4.0,0.0,60.0,2.0,4,1.4
TP Hồ Chí Minh,Thủ Đức,,,104.5,1.0,1,6.2
Đồng Nai,Biên Hòa,3.0,2.0,79.0,2.0,1,3.2
TP Hồ Chí Minh,Bình Thạnh,,,111.5,2.0,0,7.4
TP Hồ Chí Minh,Phú Nhuận,5.0,6.0,40.0,5.0,1,7.9
Hà Nội,Hoài Đức,4.0,4.0,40.0,5.0,2,3.7
Hà Nội,Nam Từ Liêm,,,50.0,1.0,1,3.8
TP Hồ Chí Minh,Thủ Đức,3.0,3.0,50.0,3.0,2,4.8
TP Hồ Chí Minh,Bình Thạnh,8.0,4.0,128.0,3.0,1,21.0
TP Hồ Chí Minh,Quận 8,2.0,0.0,38.5,1.0,3,2.4
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,34.0,2.0,1,5.4
Hải Phòng,Hồng Bàng,3.0,0.0,45.0,3.0,4,1.6
TP Hồ Chí Minh,Tân Bình,2.0,0.0,36.0,2.0,2,1.1
Thừa Thiên Huế,Huế,3.0,3.0,153.0,1.0,3,6.6
TP Hồ Chí Minh,Quận 7,2.0,0.0,39.0,2.0,2,2.8
TP Hồ Chí Minh,Bình Tân,2.0,2.0,48.0,2.0,4,2.7
TP Hồ Chí Minh,Bình Tân,2.0,2.0,48.0,2.0,5,1.8
Đồng Nai,Biên Hòa,2.0,,145.0,1.0,2,3.9
TP Hồ Chí Minh,Thủ Đức,3.0,,36.0,3.0,1,3.0
TP Hồ Chí Minh,Quận 7,2.0,0.0,40.0,2.0,2,2.5
Đà Nẵng,Hải Châu,4.0,,112.0,5.0,1,7.0
TP Hồ Chí Minh,Quận 7,2.0,0.0,38.5,2.0,1,1.0
TP Hồ Chí Minh,Quận 4,2.0,,42.0,1.0,2,1.6
TP Hồ Chí Minh,Tân Bình,4.0,,68.0,3.0,3,6.6
TP Hồ Chí Minh,Quận 7,2.0,0.0,45.6,2.0,3,1.2
TP Hồ Chí Minh,Quận 12,2.0,0.0,34.0,2.0,2,2.4
TP Hồ Chí Minh,Quận 11,2.0,,39.0,2.0,4,1.9
Hà Nội,Thanh Trì,,,48.0,1.0,2,2.8
TP Hồ Chí Minh,Quận 8,2.0,2.0,40.0,2.0,2,2.6
TP Hồ Chí Minh,Quận 2,4.0,4.0,106.0,4.0,3,7.2
TP Hồ Chí Minh,Quận 8,2.0,2.0,48.0,3.0,4,1.3
TP Hồ Chí Minh,Bình Tân,2.0,2.0,48.0,3.0,5,2.2
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,75.0,1.0,0,8.3
TP Hồ Chí Minh,Bình Tân,,,100.0,4.0,2,9.6
TP Hồ Chí Minh,Bình Tân,,,56.0,3.0,2,5.0
TP Hồ Chí Minh,Phú Nhuận,3.0,4.0,25.0,4.0,2,3.6
TP Hồ Chí Minh,Quận 5,3.0,,42.0,2.0,0,6.5
Hà Nội,Đống Đa,3.0,,42.0,1.0,1,5.1
TP Hồ Chí Minh,Bình Thạnh,5.0,5.0,60.0,6.0,1,7.8
TP Hồ Chí Minh,Tân Phú,2.0,2.0,49.0,2.0,1,5.3
TP Hồ Chí Minh,Quận 11,,,45.0,6.0,6,9.4
TP Hồ Chí Minh,Bình Thạnh,4.0,0.0,55.0,4.0,1,5.4
TP Hồ Chí Minh,Quận 10,6.0,0.0,63.0,3.0,6,9.0
TP Hồ Chí Minh,Bình Thạnh,,,175.0,2.0,2,12.45
TP Hồ Chí Minh,Gò Vấp,4.0,,54.0,4.0,1,7.3
TP Hồ Chí Minh,Quận 10,3.0,3.0,28.0,3.0,1,3.1
TP Hồ Chí Minh,Bình Tân,3.0,2.0,54.0,3.0,1,3.7
TP Hồ Chí Minh,Tân Bình,4.0,,63.0,2.0,0,5.7
TP Hồ Chí Minh,Gò Vấp,5.0,6.0,84.0,5.0,3,12.8
Hà Nội,Thanh Trì,,,45.0,5.0,0,5.0
Hà Nội,Thanh Trì,3.0,,35.0,1.0,1,2.9
Hà Nội,Hà Đông,4.0,,30.0,4.0,1,3.5
TP Hồ Chí Minh,Bình Thạnh,,,62.0,4.0,4,8.4
TP Hồ Chí Minh,Bình Thạnh,10.0,0.0,72.0,4.0,2,8.5
TP Hồ Chí Minh,Bình Tân,2.0,,130.0,2.0,0,6.1
TP Hồ Chí Minh,Tân Bình,2.0,1.0,40.0,2.0,1,4.8
Hà Nội,Hai Bà Trưng,,3.0,40.0,1.0,4,3.9
TP Hồ Chí Minh,Bình Tân,3.0,0.0,90.0,3.0,0,4.7
Đà Nẵng,Sơn Trà,4.0,0.0,86.0,2.0,2,6.6
Hà Nội,Hai Bà Trưng,,6.0,56.0,1.0,1,3.2
Đà Nẵng,Thanh Khê,3.0,1.0,62.0,2.0,1,3.6
TP Hồ Chí Minh,Tân Phú,2.0,3.0,41.0,2.0,5,3.9
TP Hồ Chí Minh,Quận 12,3.0,0.0,55.0,2.0,4,2.5
TP Hồ Chí Minh,Quận 7,3.0,0.0,53.6,3.0,2,5.1
TP Hồ Chí Minh,Thủ Đức,2.0,0.0,50.0,1.0,4,2.9
TP Hồ Chí Minh,Quận 12,5.0,6.0,200.0,4.0,3,5.0
TP Hồ Chí Minh,Hóc Môn,,,75.0,3.0,3,0.5
Đà Nẵng,Thanh Khê,4.0,,80.0,3.0,3,6.2
TP Hồ Chí Minh,Thủ Đức,3.0,0.0,82.0,1.0,2,4.5
TP Hồ Chí Minh,Quận 5,3.0,2.0,42.0,2.0,0,5.5
TP Hồ Chí Minh,Quận 7,2.0,0.0,45.0,1.0,4,2.9
TP Hồ Chí Minh,Quận 3,8.0,,73.0,4.0,2,15.0
TP Hồ Chí Minh,Thủ Đức,,,370.0,1.0,2,9.5
TP Hồ Chí Minh,Quận 3,2.0,,45.0,1.0,5,2.0
Bình Định,Quy Nhơn,4.0,0.0,111.0,3.0,1,17.5
TP Hồ Chí Minh,Quận 7,2.0,,42.0,2.0,5,1.8
TP Hồ Chí Minh,Tân Phú,2.0,0.0,42.0,2.0,2,2.9
Lâm Đồng,Đà Lạt,32.0,32.0,144.0,6.0,0,65.0
TP Hồ Chí Minh,Quận 12,2.0,,35.0,2.0,2,3.0
TP Hồ Chí Minh,Bình Thạnh,5.0,5.0,48.0,5.0,1,8.2
Lâm Đồng,Đà Lạt,40.0,40.0,180.0,9.0,1,78.0
TP Hồ Chí Minh,Quận 5,2.0,0.0,40.8,2.0,2,5.3
TP Hồ Chí Minh,Tân Phú,2.0,0.0,35.0,1.0,1,2.1
Hà Nội,Cầu Giấy,3.0,4.0,30.0,5.0,0,4.3
TP Hồ Chí Minh,Quận 3,2.0,0.0,39.0,2.0,2,2.3
TP Hồ Chí Minh,Quận 8,2.0,0.0,41.8,2.0,2,2.1
TP Hồ Chí Minh,Gò Vấp,2.0,0.0,50.0,2.0,1,3.5
TP Hồ Chí Minh,Quận 8,2.0,0.0,38.5,2.0,0,2.0
TP Hồ Chí Minh,Quận 8,2.0,0.0,45.0,1.0,1,1.9
TP Hồ Chí Minh,Quận 8,2.0,0.0,46.0,2.0,0,2.6
TP Hồ Chí Minh,Quận 8,2.0,0.0,40.7,2.0,1,1.7
Đà Nẵng,Hải Châu,3.0,3.0,80.0,2.0,2,5.8
TP Hồ Chí Minh,Phú Nhuận,2.0,0.0,39.6,2.0,1,3.6
TP Hồ Chí Minh,Quận 8,2.0,0.0,45.6,2.0,1,1.9
TP Hồ Chí Minh,Gò Vấp,2.0,,48.0,2.0,4,4.1
TP Hồ Chí Minh,Thủ Đức,2.0,2.0,62.0,2.0,1,3.3
TP Hồ Chí Minh,Quận 7,2.0,0.0,38.5,1.0,1,1.9
Đà Nẵng,Cẩm Lệ,,,110.0,1.0,1,3.6
TP Hồ Chí Minh,Tân Bình,4.0,4.0,53.0,3.0,2,5.2
Long An,Đức Hòa,4.0,5.0,222.0,5.0,2,4.0
Bắc Ninh,Từ Sơn,4.0,,120.0,3.0,1,7.5
TP Hồ Chí Minh,Bình Tân,2.0,0.0,140.0,3.0,1,3.3
TP Hồ Chí Minh,Tân Bình,3.0,4.0,135.0,3.0,1,7.3
Đà Nẵng,Thanh Khê,,,50.0,2.0,2,3.4
Đồng Nai,Biên Hòa,2.0,1.0,90.0,1.0,1,2.1
Tiền Giang,Châu Thành,,,132.0,3.0,0,8.1
Hà Nội,Tây Hồ,3.0,4.0,33.0,5.0,3,4.5
Hà Nội,Hoàng Mai,3.0,3.0,52.0,3.0,1,4.9
Đồng Nai,Biên Hòa,4.0,3.0,40.0,3.0,4,4.2
TP Hồ Chí Minh,Gò Vấp,3.0,4.0,80.0,4.0,2,8.4
